sku_id,location_id,on_hand_qty,equipment_name,equipment_category,lead_time_days,avg_weekly_forecast_demand,std_error,lead_time_weeks,lead_time_demand,safety_stock,reorder_point,weeks_of_cover,risk_status,reorder_qty_recommended
SKU-047,LOC-04,43,Flag/Scrim Kit A,Grip,6,9.450827843746357,5.790859511369941,0.86,8.1,8.82,16.92,4.55,OK,0
SKU-048,LOC-01,97,Gimbal Stabilizer A,Grip,5,7.1821727289848925,5.790859511369941,0.71,5.13,8.05,13.18,13.51,OK,0
SKU-048,LOC-02,32,Gimbal Stabilizer A,Grip,5,12.945997837323318,5.790859511369941,0.71,9.25,8.05,17.3,2.47,OK,0
SKU-048,LOC-03,29,Gimbal Stabilizer A,Grip,5,5.8759207412783425,5.790859511369941,0.71,4.2,8.05,12.25,4.94,OK,0
SKU-048,LOC-04,72,Gimbal Stabilizer A,Grip,5,8.475395914037964,5.790859511369941,0.71,6.05,8.05,14.1,8.5,OK,0
SKU-049,LOC-01,62,Tripod Head A,Grip,5,4.352008300106077,5.790859511369941,0.71,3.11,8.05,11.16,14.25,OK,0
SKU-049,LOC-02,67,Tripod Head A,Grip,5,8.188486642405298,5.790859511369941,0.71,5.85,8.05,13.9,8.18,OK,0
SKU-049,LOC-03,15,Tripod Head A,Grip,5,3.9490866745043776,5.790859511369941,0.71,2.82,8.05,10.87,3.8,OK,0
SKU-049,LOC-04,14,Tripod Head A,Grip,5,5.9110323123157675,5.790859511369941,0.71,4.22,8.05,12.27,2.37,OK,0
SKU-050,LOC-01,64,Slider Rig A,Grip,4,6.704678269568852,5.790859511369941,0.57,3.83,7.2,11.03,9.55,OK,0
SKU-050,LOC-02,67,Slider Rig A,Grip,4,12.206330238422066,5.790859511369941,0.57,6.98,7.2,14.18,5.49,OK,0
SKU-050,LOC-03,61,Slider Rig A,Grip,4,5.62286490940035,5.790859511369941,0.57,3.21,7.2,10.41,10.85,OK,0
SKU-050,LOC-04,17,Slider Rig A,Grip,4,7.950575991346942,5.790859511369941,0.57,4.54,7.2,11.74,2.14,OK,0
SKU-051,LOC-01,51,V-Mount Battery A,Battery,3,3.3959219301746124,8.993037246686315,0.43,1.46,9.68,11.14,15.02,OK,0
SKU-051,LOC-02,18,V-Mount Battery A,Battery,3,6.506289214477752,8.993037246686315,0.43,2.79,9.68,12.47,2.77,OK,0
SKU-051,LOC-03,9,V-Mount Battery A,Battery,3,3.0676337966775638,8.993037246686315,0.43,1.31,9.68,11.0,2.93,Critical,2
SKU-051,LOC-04,33,V-Mount Battery A,Battery,3,4.219953646278497,8.993037246686315,0.43,1.81,9.68,11.49,7.82,OK,0
SKU-052,LOC-01,170,V-Mount Battery B,Battery,2,9.80814640247821,8.993037246686315,0.29,2.8,7.91,10.71,17.33,OK,0
SKU-052,LOC-02,49,V-Mount Battery B,Battery,2,15.516788794136312,8.993037246686315,0.29,4.43,7.91,12.34,3.16,OK,0
SKU-052,LOC-03,51,V-Mount Battery B,Battery,2,8.210695555560932,8.993037246686315,0.29,2.35,7.91,10.25,6.21,OK,0
SKU-052,LOC-04,78,V-Mount Battery B,Battery,2,11.059835736586646,8.993037246686315,0.29,3.16,7.91,11.07,7.05,OK,0
SKU-053,LOC-01,211,Gold-Mount Battery A,Battery,5,13.092390613639967,8.993037246686315,0.71,9.35,12.5,21.85,16.12,OK,0
SKU-053,LOC-02,212,Gold-Mount Battery A,Battery,5,28.490886715551643,8.993037246686315,0.71,20.35,12.5,32.85,7.44,OK,0
SKU-053,LOC-03,58,Gold-Mount Battery A,Battery,5,13.575920941809258,8.993037246686315,0.71,9.7,12.5,22.2,4.27,OK,0
SKU-053,LOC-04,60,Gold-Mount Battery A,Battery,5,22.333155887118302,8.993037246686315,0.71,15.95,12.5,28.45,2.69,OK,0
SKU-054,LOC-01,29,Battery Charger Station A,Battery,5,5.739529778262027,8.993037246686315,0.71,4.1,12.5,16.6,5.05,OK,0
SKU-054,LOC-02,54,Battery Charger Station A,Battery,5,9.44529484386187,8.993037246686315,0.71,6.75,12.5,19.25,5.72,OK,0
SKU-054,LOC-03,24,Battery Charger Station A,Battery,5,4.590421661821886,8.993037246686315,0.71,3.28,12.5,15.78,5.23,OK,0
SKU-054,LOC-04,22,Battery Charger Station A,Battery,5,7.300108443785938,8.993037246686315,0.71,5.21,12.5,17.72,3.01,OK,0
SKU-055,LOC-01,66,Portable Power Station A,Battery,4,6.352339262001687,8.993037246686315,0.57,3.63,11.18,14.81,10.39,OK,0
SKU-055,LOC-02,32,Portable Power Station A,Battery,4,10.59116646361991,8.993037246686315,0.57,6.05,11.18,17.23,3.02,OK,0
SKU-055,LOC-03,37,Portable Power Station A,Battery,4,4.993123271818273,8.993037246686315,0.57,2.85,11.18,14.04,7.41,OK,0
SKU-055,LOC-04,34,Portable Power Station A,Battery,4,7.581335053326336,8.993037246686315,0.57,4.33,11.18,15.51,4.48,OK,0
SKU-056,LOC-01,93,V-Mount Battery C,Battery,5,14.110341904751758,8.993037246686315,0.71,10.08,12.5,22.58,6.59,OK,0
SKU-056,LOC-02,198,V-Mount Battery C,Battery,5,24.0000319835995,8.993037246686315,0.71,17.14,12.5,29.64,8.25,OK,0
SKU-056,LOC-03,92,V-Mount Battery C,Battery,5,13.198236465834029,8.993037246686315,0.71,9.43,12.5,21.93,6.97,OK,0
SKU-056,LOC-04,123,V-Mount Battery C,Battery,5,21.712301682987565,8.993037246686315,0.71,15.51,12.5,28.01,5.66,OK,0
SKU-057,LOC-01,55,Gold-Mount Battery B,Battery,4,8.05682715251864,8.993037246686315,0.57,4.6,11.18,15.79,6.83,OK,0
SKU-057,LOC-02,93,Gold-Mount Battery B,Battery,4,12.863556674674452,8.993037246686315,0.57,7.35,11.18,18.53,7.23,OK,0
SKU-057,LOC-03,50,Gold-Mount Battery B,Battery,4,7.04414691222469,8.993037246686315,0.57,4.03,11.18,15.21,7.1,OK,0
SKU-057,LOC-04,29,Gold-Mount Battery B,Battery,4,9.848450092589008,8.993037246686315,0.57,5.63,11.18,16.81,2.94,OK,0
SKU-058,LOC-01,115,Battery Distribution Block A,Battery,2,6.71676065619683,8.993037246686315,0.29,1.92,7.91,9.83,17.12,OK,0
SKU-058,LOC-02,71,Battery Distribution Block A,Battery,2,11.795761311076102,8.993037246686315,0.29,3.37,7.91,11.28,6.02,OK,0
SKU-058,LOC-03,44,Battery Distribution Block A,Battery,2,5.229434945710326,8.993037246686315,0.29,1.49,7.91,9.4,8.41,OK,0
SKU-058,LOC-04,59,Battery Distribution Block A,Battery,2,8.031540939413869,8.993037246686315,0.29,2.29,7.91,10.2,7.35,OK,0
SKU-059,LOC-01,38,On-Camera Monitor 7in,Monitor,12,3.325684002960029,3.586629226279733,1.71,5.7,7.72,13.43,11.43,OK,0
SKU-059,LOC-02,39,On-Camera Monitor 7in,Monitor,12,5.353176438241906,3.586629226279733,1.71,9.18,7.72,16.9,7.29,OK,0
SKU-059,LOC-03,24,On-Camera Monitor 7in,Monitor,12,2.7239907836689143,3.586629226279733,1.71,4.67,7.72,12.39,8.81,OK,0
SKU-059,LOC-04,29,On-Camera Monitor 7in,Monitor,12,3.995488501914997,3.586629226279733,1.71,6.85,7.72,14.57,7.26,OK,0
SKU-060,LOC-01,29,On-Camera Monitor 5in,Monitor,11,2.73153447979815,3.586629226279733,1.57,4.29,7.4,11.69,10.62,OK,0
SKU-060,LOC-02,47,On-Camera Monitor 5in,Monitor,11,4.526785158754095,3.586629226279733,1.57,7.11,7.4,14.51,10.38,OK,0
SKU-060,LOC-03,9,On-Camera Monitor 5in,Monitor,11,2.2768381132840356,3.586629226279733,1.57,3.58,7.4,10.97,3.95,Reorder Now,2
SKU-060,LOC-04,6,On-Camera Monitor 5in,Monitor,11,3.517032118982339,3.586629226279733,1.57,5.53,7.4,12.92,1.71,Critical,7
SKU-061,LOC-01,27,Director Monitor 17in,Monitor,8,3.3595982567497424,3.586629226279733,1.14,3.84,6.31,10.15,8.04,OK,0
SKU-061,LOC-02,37,Director Monitor 17in,Monitor,8,5.442878157280296,3.586629226279733,1.14,6.22,6.31,12.53,6.8,OK,0
SKU-061,LOC-03,25,Director Monitor 17in,Monitor,8,2.7331013211052753,3.586629226279733,1.14,3.12,6.31,9.43,9.15,OK,0
SKU-061,LOC-04,45,Director Monitor 17in,Monitor,8,4.059525673202074,3.586629226279733,1.14,4.64,6.31,10.95,11.09,OK,0
SKU-062,LOC-01,38,Video Village Monitor Kit A,Monitor,8,3.3924128830843925,3.586629226279733,1.14,3.88,6.31,10.18,11.2,OK,0
SKU-062,LOC-02,20,Video Village Monitor Kit A,Monitor,8,6.1641666226135525,3.586629226279733,1.14,7.04,6.31,13.35,3.24,OK,0
SKU-062,LOC-03,15,Video Village Monitor Kit A,Monitor,8,3.269054395623661,3.586629226279733,1.14,3.74,6.31,10.04,4.59,OK,0
SKU-062,LOC-04,8,Video Village Monitor Kit A,Monitor,8,4.513824822682957,3.586629226279733,1.14,5.16,6.31,11.47,1.77,Reorder Now,3
SKU-063,LOC-01,13,Waveform Monitor A,Monitor,8,1.4529379103444093,3.586629226279733,1.14,1.66,6.31,7.97,8.95,OK,0
SKU-063,LOC-02,16,Waveform Monitor A,Monitor,8,2.4822362523086676,3.586629226279733,1.14,2.84,6.31,9.14,6.45,OK,0
SKU-063,LOC-03,8,Waveform Monitor A,Monitor,8,1.3329017822176756,3.586629226279733,1.14,1.52,6.31,7.83,6.0,OK,0
SKU-063,LOC-04,3,Waveform Monitor A,Monitor,8,2.0723683384290092,3.586629226279733,1.14,2.37,6.31,8.68,1.45,Critical,6
SKU-064,LOC-01,24,Field Monitor 10in,Monitor,5,6.608482310609004,3.586629226279733,0.71,4.72,4.99,9.71,3.63,OK,0
SKU-064,LOC-02,84,Field Monitor 10in,Monitor,5,11.60472312375082,3.586629226279733,0.71,8.29,4.99,13.28,7.24,OK,0
SKU-064,LOC-03,57,Field Monitor 10in,Monitor,5,5.5233511185350554,3.586629226279733,0.71,3.95,4.99,8.93,10.32,OK,0
SKU-064,LOC-04,16,Field Monitor 10in,Monitor,5,7.977118230915314,3.586629226279733,0.71,5.7,4.99,10.68,2.01,OK,0
SKU-065,LOC-01,95,Teleprompter Monitor A,Monitor,10,5.872166833473153,3.586629226279733,1.43,8.39,7.05,15.44,16.18,OK,0
SKU-065,LOC-02,61,Teleprompter Monitor A,Monitor,10,10.372617266231536,3.586629226279733,1.43,14.82,7.05,21.87,5.88,OK,0
SKU-065,LOC-03,58,Teleprompter Monitor A,Monitor,10,4.824747055210682,3.586629226279733,1.43,6.89,7.05,13.94,12.02,OK,0
SKU-065,LOC-04,46,Teleprompter Monitor A,Monitor,10,7.728097762983023,3.586629226279733,1.43,11.04,7.05,18.09,5.95,OK,0
SKU-066,LOC-01,12,Client Viewing Monitor A,Monitor,5,1.9484341775883685,3.586629226279733,0.71,1.39,4.99,6.38,6.16,OK,0
SKU-066,LOC-02,12,Client Viewing Monitor A,Monitor,5,3.340716857481796,3.586629226279733,0.71,2.39,4.99,7.37,3.59,OK,0
SKU-066,LOC-03,5,Client Viewing Monitor A,Monitor,5,1.8251819208925337,3.586629226279733,0.71,1.3,4.99,6.29,2.74,Reorder Now,1
SKU-066,LOC-04,9,Client Viewing Monitor A,Monitor,5,2.6026584996416697,3.586629226279733,0.71,1.86,4.99,6.85,3.46,OK,0
SKU-067,LOC-01,9,Cinema Drone A,Drone,13,1.3677190385098967,2.3564392271088352,1.86,2.54,5.28,7.82,6.58,OK,0
SKU-067,LOC-02,7,Cinema Drone A,Drone,13,2.529297366483667,2.3564392271088352,1.86,4.7,5.28,9.98,2.77,Reorder Now,3
SKU-067,LOC-03,9,Cinema Drone A,Drone,13,1.2979492792080884,2.3564392271088352,1.86,2.41,5.28,7.69,6.93,OK,0
SKU-067,LOC-04,2,Cinema Drone A,Drone,13,2.1197697799402397,2.3564392271088352,1.86,3.94,5.28,9.22,0.94,Critical,7
SKU-068,LOC-01,13,Cinema Drone B,Drone,21,3.072456438657068,2.3564392271088352,3.0,9.22,6.71,15.93,4.23,Reorder Now,3
SKU-068,LOC-02,23,Cinema Drone B,Drone,21,5.094762865850713,2.3564392271088352,3.0,15.28,6.71,22.0,4.51,OK,0
SKU-068,LOC-03,16,Cinema Drone B,Drone,21,2.5627219052857915,2.3564392271088352,3.0,7.69,6.71,14.4,6.24,OK,0
SKU-068,LOC-04,8,Cinema Drone B,Drone,21,3.6943334543197563,2.3564392271088352,3.0,11.08,6.71,17.8,2.17,Reorder Now,10
SKU-069,LOC-01,2,Compact Drone A,Drone,10,0.611301304634322,2.3564392271088352,1.43,0.87,4.63,5.51,3.27,Critical,4
SKU-069,LOC-02,6,Compact Drone A,Drone,10,0.8094715118512562,2.3564392271088352,1.43,1.16,4.63,5.79,7.41,OK,0
SKU-069,LOC-03,2,Compact Drone A,Drone,10,0.6078495338444863,2.3564392271088352,1.43,0.87,4.63,5.5,3.29,Critical,4
SKU-069,LOC-04,1,Compact Drone A,Drone,10,0.7239797806462447,2.3564392271088352,1.43,1.03,4.63,5.67,1.38,Critical,5
SKU-070,LOC-01,2,FPV Drone Kit A,Drone,21,0.612330464380071,2.3564392271088352,3.0,1.84,6.71,8.55,3.27,Critical,7
SKU-070,LOC-02,2,FPV Drone Kit A,Drone,21,1.3157085544749656,2.3564392271088352,3.0,3.95,6.71,10.66,1.52,Critical,9
SKU-070,LOC-03,2,FPV Drone Kit A,Drone,21,0.6937877708034677,2.3564392271088352,3.0,2.08,6.71,8.79,2.88,Critical,7
SKU-070,LOC-04,2,FPV Drone Kit A,Drone,21,0.8902876451311726,2.3564392271088352,3.0,2.67,6.71,9.38,2.25,Critical,7
SKU-071,LOC-01,11,Cinema Drone C,Drone,20,1.9590759083732359,2.3564392271088352,2.86,5.6,6.55,12.15,5.61,Reorder Now,1
SKU-071,LOC-02,8,Cinema Drone C,Drone,20,3.745340542149959,2.3564392271088352,2.86,10.7,6.55,17.25,2.14,Reorder Now,9
SKU-071,LOC-03,6,Cinema Drone C,Drone,20,1.9288876232643868,2.3564392271088352,2.86,5.51,6.55,12.06,3.11,Critical,6
SKU-071,LOC-04,11,Cinema Drone C,Drone,20,2.7502432306641422,2.3564392271088352,2.86,7.86,6.55,14.41,4.0,Reorder Now,3
SKU-072,LOC-01,3,FPV Drone Kit B,Drone,19,1.0438821501871551,2.3564392271088352,2.71,2.83,6.39,9.22,2.87,Critical,6
SKU-072,LOC-02,16,FPV Drone Kit B,Drone,19,1.7719249942855044,2.3564392271088352,2.71,4.81,6.39,11.2,9.03,OK,0
SKU-072,LOC-03,5,FPV Drone Kit B,Drone,19,0.9728453818674675,2.3564392271088352,2.71,2.64,6.39,9.03,5.14,Critical,4
SKU-072,LOC-04,15,FPV Drone Kit B,Drone,19,1.2277741784811549,2.3564392271088352,2.71,3.33,6.39,9.72,12.22,OK,0
SKU-073,LOC-01,9,Drone Battery Kit A,Drone,11,1.7368952938973403,2.3564392271088352,1.57,2.73,4.86,7.59,5.18,OK,0
SKU-073,LOC-02,17,Drone Battery Kit A,Drone,11,2.792854623547998,2.3564392271088352,1.57,4.39,4.86,9.25,6.09,OK,0
SKU-073,LOC-03,6,Drone Battery Kit A,Drone,11,1.8366773407433208,2.3564392271088352,1.57,2.89,4.86,7.75,3.27,Reorder Now,2
SKU-073,LOC-04,12,Drone Battery Kit A,Drone,11,1.9730753735806648,2.3564392271088352,1.57,3.1,4.86,7.96,6.08,OK,0
SKU-074,LOC-01,6,Drone Controller Kit A,Drone,16,0.9766634630533801,2.3564392271088352,2.29,2.23,5.86,8.09,6.14,Reorder Now,2
SKU-074,LOC-02,6,Drone Controller Kit A,Drone,16,1.6862311189674728,2.3564392271088352,2.29,3.85,5.86,9.71,3.56,Reorder Now,4
SKU-074,LOC-03,1,Drone Controller Kit A,Drone,16,0.853885632529914,2.3564392271088352,2.29,1.95,5.86,7.81,1.17,Critical,7
SKU-074,LOC-04,12,Drone Controller Kit A,Drone,16,1.2697068401269032,2.3564392271088352,2.29,2.9,5.86,8.76,9.45,OK,0
SKU-075,LOC-01,19,Compact Drone B,Drone,17,1.3192678130014683,2.3564392271088352,2.43,3.2,6.04,9.24,14.4,OK,0
SKU-075,LOC-02,21,Compact Drone B,Drone,17,2.606021623054622,2.3564392271088352,2.43,6.33,6.04,12.37,8.06,OK,0
SKU-075,LOC-03,8,Compact Drone B,Drone,17,1.307493866410544,2.3564392271088352,2.43,3.18,6.04,9.22,6.12,Reorder Now,1
SKU-075,LOC-04,7,Compact Drone B,Drone,17,1.9628191177913685,2.3564392271088352,2.43,4.77,6.04,10.81,3.57,Reorder Now,4
